region,cohort,flag_churn,customer_age_class,count_internet_previous_cancellations_0_18,basket_months_since_contract_start_date,count_transactions_Online,internet_product_name,internet_diff_churn_months,internet_all_outofcontract,calls_inbound_waiting_time_inqueue_0_6,calls_inbound_talk_time_0_6,count_calls_inbound_0_6,internet_months_since_contract_start_date,internet_months_until_contract_end,internet_days_until_initial_contract_end,campaign_dima_email_0_18,campaign_dima_service_0_18,campaign_dima_xsell_0_18,campaign_dima_0_18,contract_summaries_csconfirmed_0_3,basket_package_price_list,internet_package_price_list,internet_package_price_disc,basket_package_price_disc,internet_cons_package_price_list,basket_months_until_contract_end,basket_days_until_contract_end,non_internet_months_until_contract_end,non_internet_days_until_contract_end,internet_days_until_contract_end,non_internet_months_since_contract_start_date,count_previous_cancellations_0_18,basket_proportion_disc,internet_product_category,count_transactions_Commercial_Operations,basket_product_category,internet_down_speed,basket_days_until_next_promo_end,count_transactions_other,number_cust_at_lastamp_segment,number_cust_at_node_segment
KBW,2024-08-01,1,45 - 49,0,134,0,VF RIP 250 U-TREUE,0,1,0,0,0,43,0,0,7,2,0,2,0,58.980000000,37.990000000,37.990000000,58.980000000,37.990000000,0,30,0,30,30,134,0,0E-9,2PLAY,2,DIGITAL KABELANSCHLUSS,250,0,1,0,0
NRW,2024-08-01,0,75 - 79,0,23,0,EAZY 50,0,0,0,0,0,23,1,31,5,0,0,0,0,24.980000000,24.980000000,21.980000000,21.980000000,24.980000000,1,31,0,0,31,0,0,0.120000000,2PLAY,0,2PLAY,50,30,0,24,373
HSN,2024-08-01,1,50 - 54,0,21,0,RED INTERNET & PHONE 50 CABLE U,0,0,0,0,0,21,3,115,0,1,0,1,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,3,115,0,0,115,0,0,0E-9,2PLAY,2,2PLAY,50,0,0,34,593
NRW,2024-08-01,1,30 - 34,0,19,3,RIP 50 CABLE U TREUE,0,0,0,0,0,19,5,183,11,4,4,4,0,27.990000000,27.990000000,27.990000000,27.990000000,27.990000000,5,183,0,0,183,0,0,0E-9,2PLAY,1,2PLAY,50,0,0,126,331
HSN,2024-08-01,0,30 - 34,0,59,0,EAZY 20,0,1,0,0,0,59,0,0,3,1,5,1,0,11.980000000,11.980000000,11.980000000,11.980000000,11.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,20,0,0,114,436
NRW,2024-08-01,0,35 - 39,0,43,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,43,0,0,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,250,0,0,18,413
NRW,2024-08-01,0,60 - 64,0,29,0,RED INTERNET & PHONE 1000 CABLE U,0,1,0,0,0,29,0,0,8,2,0,2,0,73.970000000,58.980000000,58.980000000,73.970000000,58.980000000,0,30,0,30,30,29,0,0E-9,2PLAY,1,HD OPTION,1000,1500,0,23,426
NRW,2024-08-01,0,60 - 64,0,203,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,37,0,0,10,2,4,2,0,42.880000000,38.980000000,38.980000000,42.880000000,38.980000000,0,30,0,30,30,203,0,0E-9,2PLAY,0,DIGITAL KABELANSCHLUSS,50,0,0,262,526
KBW,2024-08-01,1,55 - 59,0,22,1,RED INTERNET UND PHONE 250 CABLE U,0,0,0,0,0,22,2,72,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,2,72,0,30,72,22,0,0E-9,2PLAY,0,SUPERWLAN,250,0,1,50,660
NRW,2024-08-01,0,40 - 44,0,17,3,VF CABLEMAX 1000,0,0,0,0,0,17,7,212,6,78,3,78,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,7,212,0,30,212,17,3,0E-9,2PLAY,3,SUPERWLAN,1000,0,0,6,243
KBW,2024-08-01,0,30 - 34,0,29,0,VF CABLEMAX 1000,0,1,0,0,0,29,0,0,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,22,0,0E-9,2PLAY,0,SUPERWLAN,1000,0,3,43,608
KBW,2024-08-01,0,45 - 49,0,176,0,VF RIP 250 U-TREUE,0,1,0,0,0,44,0,0,2,1,0,1,0,63.970000000,42.980000000,42.980000000,63.970000000,42.980000000,0,30,0,30,30,176,0,0E-9,2PLAY,1,ANALOG KABELANSCHLUSS,250,0,0,11,251
NRW,2024-08-01,0,35 - 39,0,40,0,VF RIP 100 U-TREUE,0,1,0,0,0,40,0,0,6,1,0,1,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,100,0,0,32,362
KBW,2024-08-01,0,40 - 44,0,12,0,GIGAZUHAUSE 250 KABEL,0,0,0,0,0,12,12,376,0,0,3,0,0,47.980000000,47.980000000,47.980000000,47.980000000,47.980000000,12,376,0,30,376,12,0,0E-9,2PLAY,0,SUPERWLAN,250,0,1,239,239
KBW,2024-08-01,0,60 - 64,0,132,0,VF RIP 250 U-TREUE,0,1,0,0,0,43,0,0,6,1,0,1,0,52.960000000,42.980000000,42.980000000,52.960000000,42.980000000,0,30,0,30,30,132,0,0E-9,2PLAY,0,N/A,250,0,0,57,356
KBW,2024-08-01,1,60 - 64,0,32,0,RED INTERNET & PHONE 50 CABLE U,0,1,0,0,0,32,0,0,5,1,0,1,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,30,30,32,0,0E-9,2PLAY,1,SUPERWLAN,50,0,0,28,1080
HSN,2024-08-01,1,30 - 34,0,15,2,GIGAZUHAUSE 250 KABEL,0,0,456,1615,3,15,9,283,5,0,0,0,0,47.980000000,47.980000000,47.980000000,47.980000000,47.980000000,9,283,0,30,283,15,0,0E-9,2PLAY,1,SUPERWLAN,250,0,4,0,0
NRW,2024-08-01,1,35 - 39,0,41,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,41,0,0,5,1,0,1,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,187,187
HSN,2024-08-01,0,50 - 54,0,45,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,0,0,0,45,0,0,9,1,2,1,0,74.980000000,54.990000000,54.990000000,74.980000000,54.990000000,0,30,0,30,30,44,0,0E-9,2PLAY,1,DIGITAL KABELANSCHLUSS,1000,0,0,0,0
NRW,2024-08-01,0,30 - 34,0,70,1,RED INTERNET UND PHONE 500 CABLE U,0,1,0,0,0,70,0,0,0,1,0,1,0,69.950000000,49.990000000,49.990000000,69.950000000,49.990000000,22,671,22,671,30,70,0,0E-9,2PLAY,2,HD OPTION,500,0,0,97,517
KBW,2024-08-01,0,45 - 49,0,43,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,0,0,0,43,0,0,7,2,0,2,0,54.990000000,54.990000000,54.990000000,54.990000000,54.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,232,401
KBW,2024-08-01,0,60 - 64,0,21,0,VF CABLEMAX 1000,0,0,0,0,0,21,3,115,9,1,0,1,0,104.930000000,52.960000000,52.960000000,94.930000000,52.960000000,3,115,3,115,115,21,0,0.100000000,2PLAY,1,VF PREMIUM,1000,1500,2,110,294
NRW,2024-08-01,0,60 - 64,0,75,2,VF CABLEMAX 1000,0,0,923,198,1,24,0,3,6,1,0,1,0,54.960000000,44.980000000,44.980000000,54.960000000,44.980000000,0,30,0,30,3,75,0,0E-9,2PLAY,0,HD OPTION,1000,0,0,25,251
HSN,2024-08-01,0,50 - 54,0,21,0,GIGAZUHAUSE CABLEMAX 1000,0,0,0,0,0,21,3,109,6,1,0,1,0,49.990000000,49.990000000,49.990000000,49.990000000,49.990000000,3,109,0,30,109,21,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,74,430
KBW,2024-08-01,0,80 and over,0,179,0,VF CABLEMAX 1000,0,0,0,0,0,21,3,121,7,2,0,2,0,65.340000000,44.980000000,44.980000000,65.340000000,44.980000000,3,121,0,30,121,179,0,0E-9,2PLAY,0,SUPERWLAN,1000,0,1,20,155
NRW,2024-08-01,0,40 - 44,0,44,2,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,44,0,0,12,2,7,2,0,44.970000000,34.990000000,34.990000000,44.970000000,34.990000000,17,518,17,518,30,44,0,0E-9,2PLAY,3,SUPERWLAN,50,0,2,109,442
NRW,2024-08-01,0,40 - 44,0,44,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,44,0,0,0,1,2,1,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,105,642
KBW,2024-08-01,1,40 - 44,0,28,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,0,0,0,28,0,0,7,1,0,1,0,74.980000000,54.990000000,54.990000000,74.980000000,54.990000000,5,170,5,170,30,19,0,0E-9,2PLAY,2,SUPERWLAN,1000,0,4,29,529
NRW,2024-08-01,1,25 - 29,0,13,3,GIGAZUHAUSE 1000 KABEL,0,0,0,0,0,13,11,334,6,0,4,0,0,62.980000000,62.980000000,62.980000000,62.980000000,62.980000000,11,334,0,30,334,13,0,0E-9,2PLAY,0,SUPERWLAN,1000,0,5,93,429
NRW,2024-08-01,0,35 - 39,0,90,0,INTERNET PREMIUM 120,0,1,0,0,0,90,0,0,0,0,0,0,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,0,30,0,0,0E-9,1PLAY,0,1PLAY,120,0,0,37,693
HSN,2024-08-01,0,25 - 29,0,28,0,RED INTERNET UND PHONE 250 CABLE U,0,1,148,320,1,28,0,0,0,0,0,0,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,250,0,0,127,127
NRW,2024-08-01,1,75 - 79,1,20,3,GIGAZUHAUSE 250 TREUE B,13,0,0,0,0,20,4,149,7,1,0,1,0,47.980000000,32.990000000,32.990000000,42.980000000,32.990000000,4,149,4,149,149,20,1,0.100000000,2PLAY,0,HD OPTION,250,1500,1,46,418
KBW,2024-08-01,0,60 - 64,0,137,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,137,0,0,0,1,0,1,0,37.780000000,37.780000000,37.780000000,37.780000000,37.780000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,42,669
KBW,2024-08-01,0,18 - 24,0,17,1,GIGAZUHAUSE 250 KABEL,0,0,0,0,0,17,7,242,7,0,3,0,0,44.990000000,44.990000000,44.990000000,44.990000000,44.990000000,7,242,0,30,242,17,0,0E-9,2PLAY,0,SUPERWLAN,250,0,0,32,957
NRW,2024-08-01,0,70 - 74,0,44,0,VF RIP 250 U-TREUE,0,1,458,597,2,44,0,0,5,0,0,0,0,32.990000000,32.990000000,32.990000000,32.990000000,32.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,0,0
KBW,2024-08-01,1,75 - 79,0,20,0,GIGAZUHAUSE 250 TREUE B,0,0,0,0,0,20,4,123,0,0,0,0,0,77.970000000,32.990000000,32.990000000,72.970000000,32.990000000,4,123,4,123,123,20,0,0.060000000,2PLAY,2,VF PREMIUM,250,1500,5,26,602
KBW,2024-08-01,0,18 - 24,0,39,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,39,0,0,7,2,2,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,39,0,0E-9,2PLAY,2,SUPERWLAN,250,0,0,52,385
NRW,2024-08-01,1,18 - 24,0,11,2,MMA,0,1,0,0,0,11,0,0,5,0,0,0,0,0E-9,0E-9,0E-9,0E-9,0E-9,0,30,0,0,30,0,0,0E-9,1PLAY,2,1PLAY,10,0,0,148,366
NRW,2024-08-01,1,60 - 64,0,211,0,3PLAY PREMIUM 100,0,1,0,0,0,148,0,0,8,1,0,1,0,79.200000000,58.840000000,58.840000000,79.200000000,58.840000000,0,30,0,30,30,211,0,0E-9,3PLAY,0,HIGHLIGHTS,100,0,0,15,603
HSN,2024-08-01,1,35 - 39,0,53,3,GIGAZUHAUSE 250 TREUE B,0,0,0,0,0,17,7,212,6,1,0,1,0,32.990000000,32.990000000,32.990000000,32.990000000,32.990000000,7,212,0,30,212,53,0,0E-9,2PLAY,0,N/A,250,0,1,31,296
HSN,2024-08-01,1,30 - 34,0,22,1,RED INTERNET UND PHONE 1000 CABLE U,0,0,0,0,0,22,2,80,8,2,2,2,0,58.980000000,58.980000000,58.980000000,58.980000000,58.980000000,2,80,0,30,80,22,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,93,527
NRW,2024-08-01,0,75 - 79,0,41,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,41,0,0,5,1,0,1,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,5,182
NRW,2024-08-01,1,18 - 24,0,34,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,34,0,0,2,2,0,2,0,38.980000000,38.980000000,38.980000000,38.980000000,38.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,50,0,0,26,331
KBW,2024-08-01,1,55 - 59,0,37,0,VF RIP 250 U-TREUE,0,1,0,0,0,37,0,0,5,1,0,1,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,0,0
HSN,2024-08-01,0,55 - 59,0,40,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,40,0,0,7,2,0,2,0,169.920000000,169.920000000,169.920000000,169.920000000,169.920000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,26,430
NRW,2024-08-01,1,45 - 49,0,32,2,VF CABLEMAX 1000,0,1,0,0,0,32,0,0,7,1,1,1,0,47.960000000,47.960000000,47.960000000,47.960000000,47.960000000,0,30,0,0,30,0,0,0E-9,2PLAY,1,2PLAY,1000,0,12,193,637
NRW,2024-08-01,0,70 - 74,0,33,3,VF RIP 250 U-TREUE,0,1,87,2040,4,33,0,0,1,1,0,1,0,32.990000000,32.990000000,27.990000000,27.990000000,32.990000000,0,30,0,30,30,5,0,0.150000000,2PLAY,1,SUPERWLAN,250,1500,1,101,267
KBW,2024-08-01,0,80 and over,0,211,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,186,0,0,0,1,0,1,0,58.770000000,37.780000000,37.780000000,58.770000000,37.780000000,0,30,0,30,30,211,0,0E-9,2PLAY,0,ANALOG KABELANSCHLUSS,250,0,0,506,506
NRW,2024-08-01,0,70 - 74,0,114,0,GIGAZUHAUSE 250 KABEL,0,1,0,0,0,114,0,0,0,1,0,1,0,47.970000000,47.970000000,47.970000000,47.970000000,47.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,2,2PLAY,250,0,0,25,311
KBW,2024-08-01,1,30 - 34,0,71,0,VF RIP 250 U-TREUE,0,1,0,0,0,71,0,0,6,2,0,2,0,42.980000000,42.980000000,42.980000000,42.980000000,42.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,3,2PLAY,250,0,0,102,408
NRW,2024-08-01,1,65 - 69,0,22,0,VF RIP 250 U-TREUE,0,0,0,0,0,22,2,71,5,1,0,1,0,37.990000000,37.990000000,37.990000000,37.990000000,37.990000000,2,71,0,30,71,22,0,0E-9,2PLAY,1,SUPERWLAN,250,0,0,65,341
NRW,2024-08-01,1,70 - 74,0,39,0,VF RIP 100 U-TREUE,0,1,0,0,0,39,0,0,5,1,0,1,0,29.990000000,29.990000000,29.990000000,29.990000000,29.990000000,0,30,0,30,30,2,0,0E-9,2PLAY,1,SUPERWLAN,100,0,0,5,250
NRW,2024-08-01,1,45 - 49,0,32,0,RED INTERNET & PHONE 1000 CABLE U,0,1,0,0,0,32,0,0,7,2,0,2,0,63.970000000,63.970000000,63.970000000,63.970000000,63.970000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,21,195
NRW,2024-08-01,1,30 - 34,0,53,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,53,0,0,0,1,0,1,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,2,2PLAY,250,0,0,49,625
HSN,2024-08-01,1,18 - 24,0,52,0,RED INTERNET UND PHONE 50 CABLE U,0,1,3,146,1,52,0,0,5,0,0,0,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,30,30,52,0,0E-9,2PLAY,2,SUPERWLAN,50,0,0,124,124
NRW,2024-08-01,0,80 and over,0,181,1,MMA,0,1,0,0,0,20,0,0,0,0,0,0,0,0E-9,0E-9,0E-9,0E-9,0E-9,0,30,0,30,30,181,0,0E-9,MMA ACTIVE,1,N/A,1,0,0,0,0
KBW,2024-08-01,1,50 - 54,0,41,0,VF RIP 250 U-TREUE,0,1,0,0,0,41,0,0,6,1,0,1,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,13,374
HSN,2024-08-01,0,60 - 64,0,177,4,3PLAY 30MBIT 4ALL,0,1,0,0,0,99,0,0,9,2,0,3,0,55.990000000,35.000000000,35.000000000,55.990000000,35.000000000,0,30,0,30,30,177,0,0E-9,3PLAY,0,DIGITAL KABELANSCHLUSS,30,0,2,56,323
KBW,2024-08-01,0,55 - 59,0,98,0,VF RIP 100 U-TREUE,0,1,34,462,1,51,0,0,8,2,3,2,0,32.990000000,32.990000000,32.990000000,32.990000000,32.990000000,0,30,0,30,30,98,0,0E-9,2PLAY,0,SUPERWLAN,100,0,1,33,517
NRW,2024-08-01,1,40 - 44,0,112,0,RED INTERNET UND PHONE 50 CABLE U,0,1,105,735,2,112,0,0,6,1,0,1,0,37.980000000,34.990000000,34.990000000,37.980000000,34.990000000,0,30,0,30,30,62,0,0E-9,2PLAY,0,BOOSTER STANDARD,50,0,0,25,435
KBW,2024-08-01,0,25 - 29,0,14,2,GIGAZUHAUSE 250 KABEL,0,0,0,0,0,14,10,304,5,0,0,0,0,47.980000000,47.980000000,47.980000000,47.980000000,47.980000000,10,304,0,30,304,14,0,0E-9,2PLAY,0,SUPERWLAN,250,0,2,20,445
NRW,2024-08-01,0,60 - 64,0,212,0,3PLAY COMFORT 120,0,1,0,0,0,102,0,0,0,1,0,1,0,68.780000000,48.420000000,48.420000000,68.780000000,48.420000000,0,30,0,30,30,212,0,0E-9,3PLAY,1,DIGITAL KABELANSCHLUSS,120,0,1,0,0
NRW,2024-08-01,1,75 - 79,0,47,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,0,0,0,47,0,0,0,1,0,1,0,59.980000000,59.980000000,59.980000000,59.980000000,59.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,28,695
KBW,2024-08-01,1,45 - 49,0,41,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,0,0,0,41,0,0,6,2,0,2,0,54.990000000,54.990000000,54.990000000,54.990000000,54.990000000,0,30,0,30,30,41,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,20,725
NRW,2024-08-01,0,not available,0,193,0,MMA,0,1,0,0,0,193,0,0,0,0,0,0,0,0E-9,0E-9,0E-9,0E-9,0E-9,0,30,0,0,30,0,0,0E-9,1PLAY,0,1PLAY,10,0,0,0,0
KBW,2024-08-01,0,50 - 54,0,50,2,VF CABLEMAX 1000,0,1,0,0,0,50,0,0,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,2,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,9,563
KBW,2024-08-01,1,25 - 29,0,30,0,RED INTERNET & PHONE 1000 CABLE U,0,1,0,0,0,30,0,0,7,2,0,2,0,54.990000000,54.990000000,54.990000000,54.990000000,54.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,2,2PLAY,1000,0,8,20,465
NRW,2024-08-01,0,80 and over,0,150,0,3PLAY 30MBIT 4ALL,0,1,1033,290,1,150,0,0,7,2,0,2,1,51.830000000,38.840000000,38.840000000,51.830000000,38.840000000,23,701,23,701,30,1,0,0E-9,3PLAY,2,DIGITAL KABELANSCHLUSS,30,0,0,39,336
HSN,2024-08-01,1,30 - 34,0,23,0,RED INTERNET UND PHONE 250 CABLE U,0,0,0,0,0,23,1,38,8,2,1,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,1,38,0,30,38,23,0,0E-9,2PLAY,1,SUPERWLAN,250,0,1,134,725
KBW,2024-08-01,1,60 - 64,0,65,0,3PLAY VORTEIL 150,0,1,0,0,0,65,0,0,6,1,0,1,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,3PLAY,0,3PLAY,150,0,0,25,327
NRW,2024-08-01,1,30 - 34,0,34,0,VF CABLEMAX 1000,0,1,0,0,0,34,0,0,2,2,2,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,2,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,37,306
NRW,2024-08-01,0,25 - 29,0,26,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,26,0,0,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,30,30,26,0,0E-9,2PLAY,1,SUPERWLAN,250,0,0,92,204
KBW,2024-08-01,0,80 and over,0,211,0,GIGAZUHAUSE 100 KABEL,0,1,0,0,0,211,0,0,0,1,0,1,0,58.140000000,37.780000000,37.780000000,58.140000000,37.780000000,0,30,0,30,30,145,0,0E-9,2PLAY,2,ANALOG KABELANSCHLUSS,100,0,0,145,341
NRW,2024-08-01,1,45 - 49,0,17,1,GIGAZUHAUSE 1000 KABEL,0,0,0,0,0,17,7,235,0,0,0,0,0,79.980000000,59.990000000,59.990000000,79.980000000,59.990000000,7,235,7,235,235,17,0,0E-9,2PLAY,1,SUPERWLAN,1000,0,0,230,414
NRW,2024-08-01,1,70 - 74,0,186,0,3PLAY 30MBIT 4ALL,0,1,0,0,0,186,0,0,0,1,0,1,0,42.860000000,42.860000000,42.860000000,42.860000000,42.860000000,0,30,0,0,30,0,0,0E-9,3PLAY,0,3PLAY,30,0,0,53,644
KBW,2024-08-01,0,25 - 29,0,208,0,VF CABLEMAX 500,0,1,0,0,0,50,0,0,7,1,0,1,0,65.340000000,44.980000000,44.980000000,65.340000000,44.980000000,0,30,0,30,30,208,0,0E-9,2PLAY,0,ANALOG KABELANSCHLUSS,500,0,4,90,612
KBW,2024-08-01,1,55 - 59,0,28,0,VF RIP 250 U-TREUE,0,1,66,216,2,28,0,0,6,1,0,1,0,37.990000000,37.990000000,37.990000000,37.990000000,37.990000000,0,30,0,30,30,28,0,0E-9,2PLAY,1,SUPERWLAN,250,0,2,77,297
NRW,2024-08-01,1,40 - 44,0,22,2,VF CABLEMAX 1000,0,0,0,0,0,22,2,76,0,1,1,1,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,2,76,0,0,76,0,0,0E-9,2PLAY,1,2PLAY,1000,0,1,31,191
NRW,2024-08-01,1,25 - 29,0,28,0,RED INTERNET UND PHONE 1000 CABLE U,0,1,729,1255,6,28,0,0,0,78,0,78,0,58.980000000,58.980000000,58.980000000,58.980000000,58.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,8,106,552
HSN,2024-08-01,1,60 - 64,0,0,2,VF CABLEMAX 1000,0,1,0,0,0,0,0,0,6,0,0,1,0,39.980000000,39.980000000,39.980000000,39.980000000,39.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,1000,0,0,421,431
NRW,2024-08-01,1,55 - 59,0,66,0,VF RIP 250 U-TREUE,0,1,0,0,0,66,0,0,5,1,0,1,0,42.980000000,42.980000000,42.980000000,42.980000000,42.980000000,0,30,0,30,30,66,0,0E-9,2PLAY,2,N/A,250,0,0,21,102
KBW,2024-08-01,1,35 - 39,0,140,0,RED INTERNET & PHONE 50 CABLE U,0,0,0,0,0,22,2,80,7,1,0,1,0,58.970000000,34.990000000,34.990000000,58.970000000,34.990000000,2,80,0,30,80,140,0,0E-9,2PLAY,1,SUPERWLAN,50,0,6,165,165
KBW,2024-08-01,0,25 - 29,0,40,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,40,0,0,9,2,4,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,250,0,0,359,359
KBW,2024-08-01,0,65 - 69,0,21,1,RED INTERNET UND PHONE 250 CABLE U,0,0,0,0,0,21,3,109,7,2,0,2,0,44.980000000,44.980000000,44.980000000,44.980000000,44.980000000,3,109,0,30,109,21,0,0E-9,2PLAY,0,SUPERWLAN,250,0,1,0,0
HSN,2024-08-01,1,60 - 64,0,31,0,VF RIP 100 U-TREUE,0,1,0,0,0,31,0,0,6,1,0,1,0,109.960000000,109.960000000,109.960000000,109.960000000,109.960000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,100,0,0,22,495
KBW,2024-08-01,0,35 - 39,0,51,0,VF RIP 250 U-TREUE,0,1,0,0,0,51,0,0,7,2,0,2,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,0,30,0,0,0E-9,2PLAY,3,2PLAY,250,0,0,81,559
KBW,2024-08-01,0,30 - 34,0,42,0,RED INTERNET UND PHONE 250 CABLE U,0,1,0,0,0,42,0,0,8,0,0,0,0,87.930000000,42.970000000,42.970000000,77.930000000,42.970000000,0,30,0,30,30,42,0,0.110000000,2PLAY,0,VF PREMIUM,250,1500,13,39,462
NRW,2024-08-01,0,55 - 59,0,19,0,GIGAZUHAUSE 250 KABEL,0,0,0,0,0,13,0,0,0,0,2,0,0,64.980000000,44.990000000,44.990000000,64.980000000,44.990000000,0,0,0,0,0,19,0,0E-9,2PLAY,0,SUPERWLAN,250,0,0,0,0
KBW,2024-08-01,0,30 - 34,0,58,0,2PLAY TREUE 200,0,1,0,0,0,58,0,0,0,1,0,1,0,37.980000000,37.980000000,37.980000000,37.980000000,37.980000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,200,0,0,33,775
HSN,2024-08-01,1,30 - 34,0,43,0,RED INTERNET UND PHONE 50 CABLE U,0,1,0,0,0,43,0,0,5,2,5,2,0,34.990000000,34.990000000,34.990000000,34.990000000,34.990000000,0,30,0,30,30,43,0,0E-9,2PLAY,1,SUPERWLAN,50,0,0,174,174
KBW,2024-08-01,1,50 - 54,0,31,0,RED INTERNET & PHONE 100 CABLE U,0,1,0,0,0,31,0,0,9,2,4,2,0,39.990000000,39.990000000,39.990000000,39.990000000,39.990000000,0,30,0,30,30,31,0,0E-9,2PLAY,1,SUPERWLAN,100,0,0,393,393
NRW,2024-08-01,1,50 - 54,0,112,0,RED INTERNET UND PHONE 500 CABLE U,0,1,0,0,0,52,0,0,0,0,1,0,0,44.980000000,39.990000000,34.990000000,39.980000000,39.990000000,0,30,0,30,30,112,0,0.110000000,2PLAY,0,TV START,500,1500,0,64,219
KBW,2024-08-01,1,80 and over,0,148,0,2PLAY 30MBIT 4ALL,0,1,0,0,0,148,0,0,0,0,0,0,0,27.790000000,27.790000000,27.790000000,27.790000000,27.790000000,0,30,0,0,30,0,0,0E-9,2PLAY,0,2PLAY,30,0,0,197,197
