customer_age_class,region,internet_product_name,basket_package_price_disc,internet_package_price_disc,basket_days_until_contract_end,count_previous_cancellations_0_18,flag_churn
55 - 59,NRW,RED INTERNET & PHONE CABLE U,46.97,38.56,32,0,0
25 - 29,NRW,VF CABLEMAX,49.96,45.05,31,0,1
40 - 44,NRW,GIGAZUHAUSE KABEL,73.96,43.84,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.18,39.36,28,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,37.62,43.06,29,0,0
55 - 59,NRW,VF CABLEMAX,45.29,45.27,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,23.68,27.86,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.24,34.86,29,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,36.72,40.07,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.38,29.95,31,0,0
80 and over,NRW,RED INTERNET & PHONE CABLE U,42.99,39.42,30,0,0
60 - 64,NRW,VF RIP U-TREUE,37.2,37.65,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,33.89,31.93,32,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.83,39.03,30,0,0
55 - 59,NRW,VF CABLEMAX,51.74,48.98,28,0,0
55 - 59,NRW,VF RIP U-TREUE,35.72,38.74,29,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,38.25,40.11,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,33.27,35.64,29,0,0
25 - 29,NRW,VF CABLEMAX,55.15,45.26,27,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,41.16,49.22,30,0,0
80 and over,NRW,VF RIP U-TREUE,29.52,20.92,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,15.63,32.68,27,0,1
55 - 59,NRW,VF CABLEMAX,50.49,50.09,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.43,40.22,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,28.11,28.48,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,29.17,35.0,31,0,1
50 - 54,NRW,VF CABLEMAX,76.56,50.39,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,40.9,38.64,27,0,1
80 and over,NRW,MMA,29.9,24.44,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,46.88,45.07,32,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,64.05,40.2,33,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,30.52,31.56,101,0,1
25 - 29,NRW,VF CABLEMAX,42.49,44.65,31,0,1
80 and over,NRW,RED INTERNET & PHONE CABLE U,36.1,31.41,30,0,0
55 - 59,NRW,VF RIP U-TREUE,43.32,43.86,30,0,0
55 - 59,NRW,VF RIP U-TREUE,34.36,37.93,31,0,0
55 - 59,NRW,VF RIP U-TREUE,41.79,37.31,32,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,57.99,43.73,253,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,33.92,39.69,29,0,1
60 - 64,NRW,RED INTERNET & PHONE CABLE U,43.13,41.12,31,0,0
25 - 29,NRW,VF CABLEMAX,43.78,44.42,32,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,41.64,39.5,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,42.39,40.69,28,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.51,31.42,29,0,1
80 and over,NRW,VF RIP U-TREUE,27.15,23.54,31,0,0
80 and over,NRW,VF RIP U-TREUE,36.82,24.91,31,0,0
55 - 59,NRW,VF CABLEMAX,68.66,49.09,30,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,43.2,38.78,30,0,1
25 - 29,NRW,VF CABLEMAX,36.94,45.25,140,0,1
35 - 39,NRW,VF RIP U-TREUE,31.87,24.69,30,0,1
80 and over,NRW,VF RIP U-TREUE,35.03,27.66,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,50.69,44.11,30,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,50.55,44.42,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,33.85,39.95,30,0,1
80 and over,NRW,VF RIP U-TREUE,35.39,25.18,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,53.09,43.91,32,0,1
25 - 29,NRW,VF CABLEMAX,48.97,44.96,104,0,1
80 and over,NRW,VF RIP U-TREUE,28.22,29.33,31,0,0
60 - 64,NRW,GIGAZUHAUSE TREUE B,40.76,25.18,421,0,0
55 - 59,NRW,VF RIP U-TREUE,40.59,38.04,30,0,0
55 - 59,NRW,VF RIP U-TREUE,50.8,43.41,32,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,66.1,52.26,380,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,46.89,40.99,30,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,34.2,39.26,31,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,46.57,44.78,64,0,1
50 - 54,NRW,VF CABLEMAX,47.76,44.49,30,0,0
50 - 54,NRW,GIGAZUHAUSE KABEL,60.44,39.73,28,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,45.6,38.65,31,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,42.47,43.93,30,0,1
80 and over,NRW,VF RIP U-TREUE,35.06,23.47,31,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,45.56,43.77,32,0,0
80 and over,NRW,RED INTERNET & PHONE CABLE U,23.72,38.61,31,0,0
55 - 59,NRW,VF RIP U-TREUE,47.37,42.98,32,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,39.52,44.17,31,0,0
80 and over,NRW,VF RIP U-TREUE,14.8,23.82,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.48,38.99,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,47.25,43.91,29,0,1
50 - 54,NRW,RED INTERNET & PHONE CABLE U,60.17,59.87,31,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,39.81,44.16,32,0,0
55 - 59,NRW,VF RIP U-TREUE,58.78,38.6,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,33.13,39.54,31,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,44.3,43.14,27,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,50.48,40.54,31,0,1
35 - 39,NRW,VF RIP U-TREUE,25.94,24.32,29,0,1
35 - 39,NRW,VF RIP U-TREUE,37.49,30.32,27,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE B,33.75,29.0,30,0,0
80 and over,NRW,VF RIP U-TREUE,29.5,23.8,31,0,0
50 - 54,NRW,VF CABLEMAX,52.65,45.03,30,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,49.22,45.71,30,0,0
35 - 39,NRW,VF RIP U-TREUE,34.46,38.41,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,15.25,29.05,30,0,1
60 - 64,NRW,GIGAZUHAUSE KABEL,47.8,59.31,30,0,0
55 - 59,NRW,VF RIP U-TREUE,45.44,38.09,33,0,0
55 - 59,NRW,VF RIP U-TREUE,37.65,38.29,32,0,0
25 - 29,NRW,VF CABLEMAX,50.34,43.73,30,0,1
55 - 59,NRW,VF RIP U-TREUE,43.84,37.82,30,0,0
80 and over,NRW,MMA,32.41,25.54,30,0,0
25 - 29,NRW,VF CABLEMAX,51.39,44.36,29,0,1
35 - 39,NRW,VF CABLEMAX,39.6,46.0,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,70.12,55.13,381,0,0
35 - 39,NRW,VF RIP U-TREUE,30.3,25.55,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.65,39.96,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.96,26.84,30,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,42.45,38.81,31,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,57.62,43.52,28,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,41.09,40.23,29,0,1
35 - 39,NRW,VF RIP U-TREUE,15.26,28.64,31,0,1
25 - 29,NRW,VF CABLEMAX,42.26,44.55,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,67.18,43.08,31,0,0
35 - 39,NRW,VF CABLEMAX,44.72,44.22,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,42.23,40.49,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.65,45.21,31,0,1
50 - 54,NRW,VF CABLEMAX,74.69,49.89,29,0,0
80 and over,NRW,VF RIP U-TREUE,43.83,39.08,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,35.19,40.74,28,0,1
55 - 59,NRW,VF CABLEMAX,49.99,50.15,32,0,0
60 - 64,NRW,GIGAZUHAUSE TREUE B,30.49,2.93,321,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,26.0,30.37,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,40.88,39.8,30,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,47.49,45.22,31,0,1
55 - 59,NRW,VF RIP U-TREUE,40.01,42.82,29,0,0
50 - 54,NRW,VF CABLEMAX,51.03,45.36,32,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,51.18,44.34,31,0,1
35 - 39,NRW,VF RIP U-TREUE,29.77,37.36,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,50.51,39.71,29,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,70.23,59.05,31,0,0
35 - 39,NRW,VF RIP U-TREUE,33.31,39.73,31,0,0
50 - 54,NRW,VF CABLEMAX,58.89,44.93,29,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE B,28.86,28.14,29,0,1
80 and over,NRW,VF RIP U-TREUE,23.74,29.68,31,0,0
25 - 29,NRW,VF CABLEMAX,45.97,45.26,31,0,1
60 - 64,NRW,GIGAZUHAUSE TREUE B,38.24,25.11,31,0,0
50 - 54,NRW,VF CABLEMAX,66.89,50.01,33,0,0
80 and over,NRW,VF RIP U-TREUE,36.96,38.75,32,0,0
80 and over,NRW,RED INTERNET & PHONE CABLE U,32.54,28.44,32,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,42.54,39.23,30,0,0
80 and over,NRW,VF RIP U-TREUE,32.45,29.93,28,0,0
25 - 29,NRW,VF CABLEMAX,40.2,45.89,4,0,1
50 - 54,NRW,VF CABLEMAX,68.2,45.32,32,0,0
80 and over,NRW,VF RIP U-TREUE,32.49,27.69,31,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE C,23.0,29.72,31,0,0
25 - 29,NRW,VF CABLEMAX,47.34,44.54,30,0,1
60 - 64,NRW,GIGAZUHAUSE KABEL,71.11,52.14,344,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,80.0,57.62,31,0,0
55 - 59,NRW,VF RIP U-TREUE,39.92,39.12,30,0,0
60 - 64,NRW,RED INTERNET & PHONE CABLE U,37.69,40.1,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,50.42,45.09,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,35.24,34.33,28,0,1
50 - 54,NRW,VF CABLEMAX,57.57,44.57,31,0,0
50 - 54,NRW,VF CABLEMAX,78.87,50.53,31,0,0
25 - 29,NRW,VF CABLEMAX,79.29,44.3,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,34.64,27.65,32,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,50.31,39.74,31,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE B,40.58,39.19,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,30.43,39.79,30,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,39.32,44.91,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.79,34.17,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.63,43.27,30,0,1
40 - 44,NRW,GIGAZUHAUSE KABEL,47.27,39.73,29,0,0
35 - 39,NRW,VF RIP U-TREUE,34.13,38.51,31,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,71.71,49.3,31,0,0
25 - 29,NRW,VF CABLEMAX,43.91,45.53,30,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,44.61,39.92,27,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.53,39.17,30,0,1
35 - 39,NRW,EAZY,25.48,29.22,28,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,46.48,39.48,326,0,0
55 - 59,NRW,VF RIP U-TREUE,51.25,43.57,31,0,0
35 - 39,NRW,VF RIP U-TREUE,24.57,30.7,31,0,0
55 - 59,NRW,VF CABLEMAX,79.18,50.2,29,0,0
80 and over,NRW,VF RIP U-TREUE,31.12,38.61,29,0,0
35 - 39,NRW,VF RIP U-TREUE,42.14,39.3,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,22.48,35.21,32,0,1
80 and over,NRW,VF RIP U-TREUE,43.34,39.47,30,0,0
50 - 54,NRW,VF CABLEMAX,79.72,50.72,31,0,1
80 and over,NRW,RED INTERNET & PHONE CABLE U,26.2,28.6,30,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,86.56,59.64,31,0,0
80 and over,NRW,VF RIP U-TREUE,21.51,30.9,30,0,0
25 - 29,NRW,VF CABLEMAX,42.47,45.55,54,0,1
25 - 29,NRW,VF CABLEMAX,39.18,45.22,32,0,1
55 - 59,NRW,VF RIP U-TREUE,40.9,38.94,32,0,0
25 - 29,NRW,VF CABLEMAX,44.17,45.08,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,38.27,39.86,28,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,27.18,30.79,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,32.17,30.02,29,0,1
80 and over,NRW,VF RIP U-TREUE,31.31,29.42,32,0,0
80 and over,NRW,RED INTERNET & PHONE CABLE U,35.16,40.29,32,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,36.77,39.59,31,0,1
50 - 54,NRW,RED INTERNET & PHONE CABLE U,44.4,45.12,30,0,0
50 - 54,NRW,VF CABLEMAX,46.2,44.07,31,0,1
80 and over,NRW,VF RIP U-TREUE,32.45,29.89,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,22.26,28.89,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,41.06,38.98,49,0,1
25 - 29,NRW,VF CABLEMAX,47.17,44.9,28,0,1
60 - 64,NRW,GIGAZUHAUSE TREUE B,20.58,37.02,316,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,39.32,39.89,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,39.45,35.48,31,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,42.4,51.17,29,0,0
50 - 54,NRW,VF CABLEMAX,83.02,45.1,30,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,39.95,38.38,30,0,1
80 and over,NRW,VF RIP U-TREUE,28.89,24.5,29,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,44.14,40.01,32,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,45.15,57.8,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,23.7,35.08,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,33.01,30.33,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,37.9,39.8,32,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,32.55,31.42,30,0,1
50 - 54,NRW,VF CABLEMAX,52.54,50.67,29,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.43,43.85,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.16,45.19,28,0,1
55 - 59,NRW,VF CABLEMAX,75.81,50.24,30,0,0
55 - 59,NRW,VF CABLEMAX,50.19,49.43,30,0,0
80 and over,NRW,VF RIP U-TREUE,23.71,26.3,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.26,44.35,29,0,0
35 - 39,NRW,VF CABLEMAX,50.59,43.85,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,21.63,29.33,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,43.21,40.14,30,0,0
80 and over,NRW,RED INTERNET & PHONE CABLE U,30.93,30.8,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.64,43.97,30,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,45.19,40.78,228,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.4,39.81,29,0,0
50 - 54,NRW,GIGAZUHAUSE KABEL,50.71,45.16,31,0,1
25 - 29,NRW,VF CABLEMAX,40.04,45.68,29,0,1
55 - 59,NRW,VF RIP U-TREUE,43.98,39.86,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,73.53,54.11,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,32.18,39.57,28,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,51.53,44.85,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,46.06,40.44,32,0,1
55 - 59,NRW,VF CABLEMAX,83.62,49.33,28,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,41.92,38.12,31,0,0
50 - 54,NRW,VF CABLEMAX,42.24,49.5,32,0,1
60 - 64,NRW,GIGAZUHAUSE KABEL,89.0,55.35,382,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,42.56,45.82,30,0,1
55 - 59,NRW,VF CABLEMAX,77.49,50.08,31,0,0
80 and over,NRW,VF RIP U-TREUE,34.95,33.82,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,17.29,33.24,30,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,47.1,41.52,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,29.85,27.51,30,0,1
60 - 64,NRW,GIGAZUHAUSE KABEL,42.04,60.86,30,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,37.04,30.58,354,0,0
35 - 39,NRW,VF RIP U-TREUE,36.57,38.58,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,38.09,44.1,30,0,1
50 - 54,NRW,VF CABLEMAX,93.66,58.96,28,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,48.75,44.77,28,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,76.56,48.21,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,27.09,28.08,28,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,45.35,39.03,28,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,26.6,28.96,28,0,1
80 and over,NRW,VF RIP U-TREUE,26.26,26.93,31,0,0
80 and over,NRW,VF RIP U-TREUE,34.89,27.03,31,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,43.97,39.64,32,0,0
80 and over,NRW,VF RIP U-TREUE,34.64,38.55,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.98,34.76,30,0,0
80 and over,NRW,VF RIP U-TREUE,32.19,25.39,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,27.72,29.01,30,0,0
50 - 54,NRW,VF CABLEMAX,47.7,49.79,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,50.49,40.78,26,0,1
80 and over,NRW,VF RIP U-TREUE,23.94,30.05,32,0,0
35 - 39,NRW,VF RIP U-TREUE,31.15,26.92,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.14,29.59,30,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.94,40.28,28,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,30.87,40.33,30,0,1
25 - 29,NRW,VF CABLEMAX,41.3,44.18,32,0,1
80 and over,NRW,VF RIP U-TREUE,38.88,26.04,29,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,28.99,44.54,27,0,1
80 and over,NRW,VF RIP U-TREUE,32.76,31.2,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.61,39.02,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,31.75,32.14,28,0,0
50 - 54,NRW,VF CABLEMAX,42.18,48.94,31,0,0
80 and over,NRW,VF RIP U-TREUE,46.71,27.63,27,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE B,30.08,29.9,30,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,61.48,58.36,364,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.53,40.07,29,0,1
80 and over,NRW,VF RIP U-TREUE,36.64,38.03,31,0,0
55 - 59,NRW,VF CABLEMAX,50.7,48.73,28,0,0
80 and over,NRW,GIGAZUHAUSE TREUE C,0.08,10.53,30,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,48.58,38.89,30,0,0
55 - 59,NRW,VF RIP U-TREUE,49.37,38.73,31,0,0
80 and over,NRW,GIGAZUHAUSE TREUE B,17.28,12.47,29,0,0
25 - 29,NRW,VF CABLEMAX,51.77,44.57,29,0,1
80 and over,NRW,VF RIP U-TREUE,23.21,22.1,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,44.23,39.99,30,0,0
80 and over,NRW,VF RIP U-TREUE,33.75,24.95,29,0,0
80 and over,NRW,VF RIP U-TREUE,28.84,27.73,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.48,40.21,28,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE B,42.81,25.47,347,0,0
50 - 54,NRW,VF CABLEMAX,82.32,50.67,31,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,39.33,39.95,141,0,1
55 - 59,NRW,VF CABLEMAX,59.47,48.5,33,0,0
55 - 59,NRW,VF CABLEMAX,45.64,44.48,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,43.14,39.76,30,0,1
50 - 54,NRW,RED INTERNET & PHONE CABLE U,39.42,39.38,31,0,0
25 - 29,NRW,VF CABLEMAX,51.34,45.29,27,0,1
55 - 59,NRW,RED INTERNET & PHONE CABLE U,46.1,44.54,31,0,1
80 and over,NRW,VF RIP U-TREUE,32.52,22.58,32,0,0
55 - 59,NRW,VF RIP U-TREUE,41.41,38.79,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,64.58,60.87,31,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,32.54,39.06,231,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,36.43,40.15,90,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,51.82,43.98,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.28,38.6,32,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,30.42,30.43,30,0,1
35 - 39,NRW,GIGAZUHAUSE KABEL,38.76,39.74,30,0,1
50 - 54,NRW,VF CABLEMAX,86.85,50.78,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,38.96,40.32,30,0,1
50 - 54,NRW,VF CABLEMAX,47.82,49.36,30,0,0
55 - 59,NRW,VF RIP U-TREUE,41.93,43.93,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,36.61,40.09,31,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,46.47,36.19,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,29.92,39.18,30,0,1
25 - 29,NRW,VF CABLEMAX,48.44,44.49,29,0,1
50 - 54,NRW,VF CABLEMAX,47.04,50.07,32,0,0
25 - 29,NRW,VF CABLEMAX,48.87,44.98,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.93,39.86,30,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,19.2,29.77,29,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,78.13,58.95,30,0,0
65 - 69,NRW,VF RIP U-TREUE,42.38,38.38,30,0,0
55 - 59,NRW,VF CABLEMAX,84.26,49.84,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,42.54,40.31,32,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,44.31,44.88,32,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE B,26.27,26.04,30,0,0
50 - 54,NRW,VF CABLEMAX,55.54,49.74,30,0,0
60 - 64,NRW,GIGAZUHAUSE KABEL,45.17,39.59,30,0,0
35 - 39,NRW,VF RIP U-TREUE,46.36,38.67,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,44.77,44.44,32,0,1
80 and over,NRW,VF RIP U-TREUE,34.76,27.01,30,0,0
35 - 39,NRW,VF RIP U-TREUE,37.09,27.58,31,0,0
35 - 39,NRW,GIGAZUHAUSE KABEL,45.85,44.11,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,27.59,33.15,31,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,72.21,56.25,30,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,75.85,50.64,28,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,41.93,39.65,32,0,1
55 - 59,NRW,VF RIP U-TREUE,49.74,43.46,30,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,29.48,32.78,30,0,1
50 - 54,NRW,VF CABLEMAX,41.98,44.8,31,0,0
25 - 29,NRW,RED INTERNET & PHONE CABLE U,22.37,35.1,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,46.01,42.6,31,0,1
55 - 59,NRW,GIGAZUHAUSE KABEL,102.36,53.96,31,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,87.47,61.98,30,0,0
80 and over,NRW,RED INTERNET & PHONE CABLE U,30.52,40.04,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,46.16,39.51,30,0,0
55 - 59,NRW,RED INTERNET & PHONE CABLE U,69.5,59.47,31,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,47.44,39.37,32,0,1
35 - 39,NRW,VF RIP U-TREUE,28.6,24.32,31,0,1
35 - 39,NRW,GIGAZUHAUSE TREUE C,20.18,0.0,29,0,0
55 - 59,NRW,GIGAZUHAUSE KABEL,69.59,55.36,29,0,0
35 - 39,NRW,RED INTERNET & PHONE CABLE U,38.67,35.62,31,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,39.19,39.31,31,0,1
50 - 54,NRW,VF CABLEMAX,44.71,48.27,33,0,0
25 - 29,NRW,GIGAZUHAUSE KABEL,51.39,45.37,32,0,1
80 and over,NRW,VF RIP U-TREUE,31.24,25.63,30,0,0
35 - 39,NRW,GIGAZUHAUSE TREUE B,32.41,28.63,393,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,46.08,38.59,30,0,1
35 - 39,NRW,RED INTERNET & PHONE CABLE U,47.41,44.76,30,0,1
25 - 29,NRW,VF CABLEMAX,37.12,44.34,29,0,1
25 - 29,NRW,RED INTERNET & PHONE CABLE U,34.01,28.52,31,0,1
25 - 29,NRW,GIGAZUHAUSE KABEL,43.36,40.59,135,0,1
25 - 29,NRW,VF CABLEMAX,33.63,44.49,58,0,1
80 and over,NRW,RED INTERNET & PHONE CABLE U,30.16,33.05,30,0,0
35 - 39,NRW,VF RIP U-TREUE,33.87,27.04,29,0,0
25 - 29,NRW,VF CABLEMAX,45.26,45.04,29,0,1
